Joueur : Augustin RENAUD 1936-07-20 15:41:31 contract_id : [Contract] id : 24358e7d-f32d-46e8-9ba0-a444dea44d7d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : fe314a2c-1613-4d2b-84a0-c0e666d0d6e8 | id_club : 0
Joueur : Auguste GILBERT 1943-09-10 20:01:39 contract_id : [Contract] id : 388d8008-b517-489f-8dab-b2abeafff37b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 6b6d01c0-06e3-4070-84e8-358592110ddf | id_club : 26
Joueur : Roger ROBERTSON 1948-09-08 04:42:45 contract_id : [Contract] id : 92568bcf-8877-41f9-a852-c648f9521a77 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : bc399fa2-ac01-4df5-b31e-c870b39b1b09 | id_club : 26
Joueur : Daryl COOKE 1949-07-02 11:18:42 contract_id : [Contract] id : 634d56b4-5897-4c8d-a475-c738585bdbc8 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c51a8cf4-43c8-4357-992e-9d12e97b1fa3 | id_club : 26
Joueur : Siegfried BEHRENS 1952-07-06 18:51:23 contract_id : [Contract] id : 315d3c13-01aa-465d-b180-076ad2546a0c | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a036aaa4-8476-41dd-a73f-a440c82560b1 | id_club : 26
Joueur : Tony GIBSON 1948-04-24 01:06:31 contract_id : [Contract] id : 6feeb64e-0063-4cc9-8978-1104517eefcc | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : ba56fc1b-76d2-4dcf-957c-4c2ec21544d7 | id_club : 27
Joueur : Opeyemi KUMWIMBA 1949-08-23 16:32:30 contract_id : [Contract] id : 8da0504d-a06c-42bf-876a-455df059943a | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0199253f-41b9-4555-bc74-f19c2e972751 | id_club : 27
Joueur : Ulric WILLIAMS 1951-02-12 14:51:02 contract_id : [Contract] id : 1ba7f358-88e2-466e-86a9-a5171b38e895 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : d2bb1f6f-33a3-4413-b7b0-00ee4e81b68b | id_club : 27
Joueur : Gianfranco D'AMBROSIO 1938-10-02 04:34:02 contract_id : [Contract] id : 8d459b8b-e99c-42dd-995f-c119572d1048 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 1671371f-4e00-4904-9cd9-c8a2097f0c4e | id_club : 27
Joueur : Celio SUAREZ 1937-10-20 14:38:36 contract_id : [Contract] id : 49c3c0f7-ed39-4b7d-9cb8-1da150698232 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : d48e6688-d792-4781-8f18-bcc5ed37957b | id_club : 28
Joueur : Colombain HUET 1949-02-09 19:28:33 contract_id : [Contract] id : 38eb8e28-af0e-4afa-ac97-51cd6829c6a0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9af52ee4-1790-4260-89cd-490ea3db8123 | id_club : 28
Joueur : Olujimi MAPENDO 1944-03-29 10:05:55 contract_id : [Contract] id : ebba6d64-94b4-4872-aa36-6db78be50dd2 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e29a78d4-20d9-45b0-8e3b-613dc6918013 | id_club : 28
Joueur : Otieno TSHIBUABUA 1952-10-25 03:21:13 contract_id : [Contract] id : 03e4684d-ad26-4444-8b1b-d3ae03dbc662 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c7221ea6-d032-43ad-9445-3cc8582deb77 | id_club : 28
Joueur : Rowan POWELL 1950-11-13 03:53:08 contract_id : [Contract] id : 852f40e9-81bf-42e4-9f6f-15ed916b9771 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c4a960d0-c618-454a-9806-7625297bd9f6 | id_club : 29
Joueur : Jochen WENZEL 1940-05-28 04:44:11 contract_id : [Contract] id : 919583fa-b2bf-4cbf-974d-e3da8eb6dfd3 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e1843422-c1ae-49f8-ab22-496bb03ff0ba | id_club : 29
Joueur : Luther RICHARDS 1938-06-13 18:28:16 contract_id : [Contract] id : d2c2fc90-b5d9-4437-aec8-e15c7445f846 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a4735b30-c55e-45b1-b258-7a8073d6fa80 | id_club : 29
Joueur : Mario MOSCA 1947-06-18 18:23:33 contract_id : [Contract] id : 92f94fd5-7241-4933-82cc-806c3f66ad50 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : f9cb67c1-0ce3-44f4-a980-bac0ee1cb3b8 | id_club : 29
Joueur : Mel GREGORY 1938-12-08 09:09:44 contract_id : [Contract] id : 29e599a8-d55b-46ab-992f-01ae3cba6737 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a9b3be70-48e2-4228-8977-1cbbafe6e6d0 | id_club : 30
Joueur : Henry SPENCER 1941-06-18 16:39:46 contract_id : [Contract] id : 7d7389c6-4a4f-4783-87b5-0c5eeb49a660 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 17712c8b-4090-48cf-b91f-5f3b6607e41e | id_club : 30
Joueur : Franklin ARMSTRONG 1944-07-22 10:57:34 contract_id : [Contract] id : c7ae3b00-b925-434b-9d34-49aecd6ea559 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 83e45af2-0a82-4aa3-9dff-4171b67bce3f | id_club : 30
Joueur : Mason GILL 1942-06-07 23:01:49 contract_id : [Contract] id : dd89cb68-5645-4b56-8aa9-628118f43f10 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : db12d729-f941-4ab0-9e5e-cff3a0b73a65 | id_club : 30
Joueur : Kobe NDAYA 1948-02-07 00:15:18 contract_id : [Contract] id : ae47854e-2024-4fcf-9a9e-39d6f4065050 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : b7638c7f-3a92-4216-bbf9-b99a1f14abfd | id_club : 31
Joueur : Brad KELLY 1935-02-27 04:00:33 contract_id : [Contract] id : f007db37-9cea-4838-9055-b7b047bbc1b1 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : f98112f1-ad97-4c8d-98fb-3cdc161605a1 | id_club : 31
Joueur : Larry ROBERTS 1940-03-07 21:31:10 contract_id : [Contract] id : c7d2e2a9-e7c5-47ea-ae1a-6ac265304114 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e5142508-e51d-4966-8c48-964b2872c57c | id_club : 31
Joueur : Ralph BISHOP 1945-01-19 04:30:35 contract_id : [Contract] id : cd76ae84-dc04-4a57-89e9-15125f6e0ded | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 50f3ffcf-fbd5-4484-beb6-b3d31526354e | id_club : 31
Joueur : Travis PARSONS 1941-06-09 04:37:33 contract_id : [Contract] id : 372a7acb-680b-4f32-8088-6fc6680057ad | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 39add6fc-7827-449d-93d3-3920bf44d3a5 | id_club : 32
Joueur : Bassem LABIB 1937-06-26 16:31:07 contract_id : [Contract] id : 38183de2-c096-461a-a3ce-d14a47497440 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 4fae0f75-e12b-4ccc-aa6d-0ce401e2c6f1 | id_club : 32
Joueur : Fester WERNER 1945-08-22 12:53:40 contract_id : [Contract] id : 1e7e2196-2a7b-4d4f-9a9a-7d55eebaf5c0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a7b9fa14-9926-4359-b3d4-3f4b4f821731 | id_club : 32
Joueur : Eligio RIVAS 1947-10-12 18:51:49 contract_id : [Contract] id : cca04301-f199-4076-a0f4-5d311dd1b3a8 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 27fc6ff3-5862-457d-9bcb-56b3845bec84 | id_club : 32
Joueur : Folami MASANGU 1944-10-20 17:57:54 contract_id : [Contract] id : b66d02b4-2777-4b25-ae4b-b6dc0cc591bb | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : a300176a-3304-4cb1-97f4-d3eafc945767 | id_club : 33
Joueur : Gerhard FRANK 1936-08-07 05:49:48 contract_id : [Contract] id : c3af9d49-f7e4-45eb-87bf-e5d4098a9093 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0cbe96e2-11a2-496b-b3b7-afe94e867d0d | id_club : 33
Joueur : Jo WOOD 1939-03-31 20:48:16 contract_id : [Contract] id : bcb8de68-371b-4605-a10e-864f1ca068db | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : aecd5f87-b548-40fd-8d9d-afba0a756ebc | id_club : 33
Joueur : Johnathan MORRIS 1950-07-02 10:44:25 contract_id : [Contract] id : 345948fb-3456-45f5-8979-fe073df3e5ce | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : f4a40c41-b173-40fe-a85b-df322c7edc49 | id_club : 33
Joueur : Javier MENDOZA 1935-03-22 17:31:23 contract_id : [Contract] id : 6aeaa8f5-3ef5-4fb4-bcdc-70d98e055728 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0376e586-5ebe-4077-8615-63de1903b012 | id_club : 34
Joueur : Eddy HODGSON 1938-02-13 16:54:59 contract_id : [Contract] id : 559960cf-5de8-4f18-9c9a-b528e400f55c | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e8c49d9c-f026-4ee7-9fa7-0f2ad326a000 | id_club : 34
Joueur : Volker WINKLER 1941-02-25 14:08:07 contract_id : [Contract] id : dc4b91a1-5efc-4845-92d6-7ca9847df60a | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 9696f69d-9d94-42d0-b648-fec004cf90c7 | id_club : 34
Joueur : Alan CARR 1945-06-12 13:45:55 contract_id : [Contract] id : 3861cad4-3acf-48e5-b05a-96f4a93e78a4 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 7748851c-bcea-410d-813f-65f8e2d8836b | id_club : 34
Joueur : Gabino ORTIZ 1938-03-26 04:47:43 contract_id : [Contract] id : 40847b07-660b-41de-843b-62ed8046a9ed | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 76d4fb78-2aec-4e91-b1a4-166c3466bc22 | id_club : 35
Joueur : Reimund WINKLER 1950-05-17 13:03:22 contract_id : [Contract] id : e8f06525-5e89-4d38-9ce4-d02749a587f7 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 7709ac03-02e4-4803-8b45-146951c6925f | id_club : 35
Joueur : Gaye BAILEY 1935-03-21 18:07:01 contract_id : [Contract] id : a24e9b36-6902-4e4a-a894-ec3b201fe472 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 5547d791-7f36-400f-ac0c-522d252c607b | id_club : 35
Joueur : Rhbeen GABER 1939-10-22 10:53:56 contract_id : [Contract] id : c0850512-ea85-45e9-b675-3ab8f3cebf28 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : bfad9e3f-aaf0-461f-9b5c-c4436ff6f323 | id_club : 35
Joueur : Helmfrid SCHOLZ 1942-09-04 02:20:34 contract_id : [Contract] id : 0d97e312-6dd5-4e6d-a425-cb1ac06a5782 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 6b596378-ff8b-4efb-a7cf-4d4e90eea16b | id_club : 36
Joueur : Espiridion MIRANDA 1948-04-05 05:56:27 contract_id : [Contract] id : 82c08a48-1e7d-480f-a97d-67e3389fe842 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : dbb80e87-cd11-4a19-8642-a8f5d8de7948 | id_club : 36
Joueur : Rinaldo MANTOVANI 1943-07-16 12:14:29 contract_id : [Contract] id : 410ef87d-2650-4f56-911d-28bf772b2675 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : d0d5b13d-e66b-4c0e-b6c0-fb833aaf1be1 | id_club : 36
Joueur : Sid ROSS 1949-12-06 18:38:55 contract_id : [Contract] id : 1fe791be-e2aa-41be-bc13-496813893c6b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : add35954-998b-4668-b87d-dd498434b960 | id_club : 36
Joueur : James BURTON 1945-02-23 02:43:52 contract_id : [Contract] id : c68e5505-268c-4ca5-a9d1-caf585aa9043 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : aedb7e9f-b5ae-4b1f-9ca2-6780fa8b654a | id_club : 37
Joueur : Rudi KÜHN 1948-03-12 18:47:37 contract_id : [Contract] id : e3b7318d-445e-4a9c-8919-e910b5713ea0 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 08b19ae5-e13e-405a-8292-32003d7dabe1 | id_club : 37
Joueur : Lloyd RICHARDSON 1947-01-09 00:07:39 contract_id : [Contract] id : 6722c5a7-5ff6-449d-a998-f1885d82be5e | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 06077c6e-d74f-4707-a4aa-5a17da3c1016 | id_club : 37
Joueur : Darryl PERRY 1940-07-16 00:37:50 contract_id : [Contract] id : 67bd8e89-4d4c-497f-abae-76c2853ad170 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 4709ac32-18d3-4761-859e-f48dfce34194 | id_club : 37
Joueur : Vittore MAURO 1935-06-21 22:12:55 contract_id : [Contract] id : 7ad27ed9-5173-49ef-a55f-483a75dceb3b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : df845353-a0f2-4318-8b99-3dfa3a969392 | id_club : 38
Joueur : Ernesto SOLER 1950-09-19 12:18:03 contract_id : [Contract] id : d3467d73-749c-4d0c-ad02-369449d6df2b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0a29e65b-3217-4b82-b444-f341048554dd | id_club : 38
Joueur : Saifullah KAMEL 1943-08-04 05:33:54 contract_id : [Contract] id : 9e1f1a87-957c-4ec4-8a88-e09d61ea9e7d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : b88d4e47-307d-444d-9edd-616732ee6afa | id_club : 38
Joueur : Damian KENNEDY 1939-04-16 16:49:44 contract_id : [Contract] id : 4d95d3c8-e95c-44ac-a01c-ba1e5d1b201a | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : b47df9c1-51fb-40dc-be2d-422cf00ce716 | id_club : 38
Joueur : Valentin JACQUET 1950-06-12 13:46:38 contract_id : [Contract] id : a5a8c1f6-be92-4e85-a9d1-18c3d504e547 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 4bd9273b-7819-4f22-bee8-36b7284b9f6d | id_club : 39
Joueur : Celino DE SIMONE 1949-07-03 14:52:10 contract_id : [Contract] id : b7f4150a-537a-4afd-8845-5d9d8a2685cb | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c5aaccc9-eae2-4d3a-8e31-9650aea44494 | id_club : 39
Joueur : Katlego KIBWE 1936-12-26 01:38:01 contract_id : [Contract] id : f97b6c6c-6884-42e5-bdff-87526096d7fb | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 28f4dfe9-a620-42db-baa3-e6d5fb1eecd8 | id_club : 39
Joueur : Francis GRAY 1944-05-23 07:50:22 contract_id : [Contract] id : 07e80029-760e-4182-b619-6bf8db9d528d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 5e26ca30-e472-4266-9f2e-68bbe6306aee | id_club : 39
Joueur : Erhard SANDER 1945-11-22 04:18:35 contract_id : [Contract] id : de790728-8f93-4773-a7f3-a3222f46a5cd | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 301add50-8fec-42fe-a1fe-3f9d7d1fa2d4 | id_club : 40
Joueur : Issa RABIE 1951-01-26 06:44:40 contract_id : [Contract] id : cae69f24-6288-425b-bc1c-db7e2088e4ce | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 5e0223d3-5505-4741-985e-22b940a712ad | id_club : 40
Joueur : Peter HAHN 1948-11-20 18:25:33 contract_id : [Contract] id : beaa6fff-4179-4d9c-8112-3e189d6c4208 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 2d455f7a-c9f8-4fc6-8120-aa53f89596b9 | id_club : 40
Joueur : Elpidio PUGLIESE 1951-07-15 21:07:46 contract_id : [Contract] id : 91b37cb0-0c13-4487-92e6-5212b88c0346 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 3f958418-59aa-46dc-984f-01794abc932e | id_club : 40
Joueur : Tacito GOMEZ 1948-06-23 20:05:17 contract_id : [Contract] id : 848ee6d6-4ae6-4a2b-873a-f4257d336f9b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 1973087d-5bad-4442-bc4a-32ab36fe5962 | id_club : 41
Joueur : Teodoro DE LA FUENTE 1943-02-28 02:32:02 contract_id : [Contract] id : 50b1c418-a640-44d4-80a7-255a5bb26b43 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 040e83e8-d98f-4411-b6a3-a2405c90d2e9 | id_club : 41
Joueur : Abidemi NGOLELA 1948-12-03 22:18:42 contract_id : [Contract] id : a15ff203-04af-4d09-9bd1-1f9906ebfbf1 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : d6c8a2b9-6a42-411f-947e-28ec8beb79ff | id_club : 41
Joueur : Mick BISHOP 1952-07-20 05:24:12 contract_id : [Contract] id : e3ff1330-3814-4ccd-aae1-a9a643ed5db7 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 1d011ec4-ca7a-4af0-9343-5a73b6e700bb | id_club : 41
Joueur : Ramiro BRAVO 1952-09-20 12:43:32 contract_id : [Contract] id : c1962256-aadc-499e-84d0-687f2d8a256d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : fccd3477-eb23-411a-a3dd-079fa8c17224 | id_club : 42
Joueur : Quentin PARSONS 1952-06-13 12:59:00 contract_id : [Contract] id : 9c680ae7-6876-4666-8eb2-a7311a398a60 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 80ef32b0-b6bd-48ac-9a28-136250b2d1ce | id_club : 42
Joueur : Paki KALONDA 1952-12-06 08:10:04 contract_id : [Contract] id : d8dacaaa-bb81-4980-b11f-fbd7e2d6c351 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 09f60145-9333-4526-91cf-b930d27cb4be | id_club : 42
Joueur : Helmut SCHMITT 1943-09-29 07:45:20 contract_id : [Contract] id : 1468f339-baff-4bfd-a889-8173577dd290 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 456642ae-8071-4397-8ee3-29b3b5a77eee | id_club : 42
Joueur : Graciano BENITO 1937-01-19 06:53:34 contract_id : [Contract] id : 62d2954e-0a96-4b41-8a54-dc5691fe5f78 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 75497292-961e-437c-bca2-b8f63ea57ab8 | id_club : 43
Joueur : Pietro MORO 1941-05-29 18:33:28 contract_id : [Contract] id : 5435c747-4431-487c-8657-e9170735b045 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 790c11d2-f7a6-4fef-8744-ce384e73c9b2 | id_club : 43
Joueur : Sabino GROSSI 1946-09-11 21:19:57 contract_id : [Contract] id : 652b2e8e-3395-40b3-a951-0fc8dfa8788e | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 2f61c1a9-e5e0-4557-b24b-c4e1f39ea41e | id_club : 43
Joueur : Gaspar DELGADO 1950-02-11 07:48:10 contract_id : [Contract] id : 74f548df-b49e-4b9e-be45-0833cb1cfcf3 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : c29e2621-14a8-417e-b158-cdb896763fa8 | id_club : 43
Joueur : Marcel SEIFERT 1952-07-24 02:30:08 contract_id : [Contract] id : 13fb76c6-23db-4471-8504-bd415eeb4ff8 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 75bb0d9c-e67a-444b-86e1-2ebfb8ed4e32 | id_club : 44
Joueur : Eliseo ROMAN 1944-02-28 09:34:58 contract_id : [Contract] id : 5e03fd15-79c3-4c50-b743-ae1440ac290b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 182bd592-9a03-4ba0-a758-a2f7499f4a3f | id_club : 44
Joueur : Baldomero FERNANDEZ 1941-09-01 10:02:11 contract_id : [Contract] id : 74fde14e-e259-484a-a4c0-d25787f052cd | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : d8c4dc8b-e6ac-45b3-8ce2-a35708d80f27 | id_club : 44
Joueur : Pons VIDAL 1949-10-05 19:18:25 contract_id : [Contract] id : 6b1434a6-5dd4-47ea-8781-718fade416ec | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 81170361-19c0-4a58-bced-6d207406c2eb | id_club : 44
Joueur : Sandro ROMEO 1951-08-22 03:22:14 contract_id : [Contract] id : 942557e5-75bf-4172-bd97-0963c7c74dc7 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : cb1cccfa-99b9-4bed-a38e-e03224965fef | id_club : 45
Joueur : Manolo ALVAREZ 1947-09-25 04:56:11 contract_id : [Contract] id : 5ffebddd-13c2-44a7-9720-c6173a95d123 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : af07fa5e-980d-4c0a-960d-0f764c1f4f30 | id_club : 45
Joueur : Ismaël FERRER 1947-05-03 12:52:02 contract_id : [Contract] id : 0b6e3eb6-cb41-4719-a556-8dbbdc28a33d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : fb70dd25-5753-4911-b926-2998bf06df8e | id_club : 45
Joueur : Shahzad EBRAHIM 1939-01-02 01:13:45 contract_id : [Contract] id : 0ffccb93-716c-4d3e-ac59-107432c9053b | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 7b9080b2-3e3a-416a-b0e8-83fcbf15cb76 | id_club : 45
Joueur : Santiago MERINO 1936-01-01 11:55:41 contract_id : [Contract] id : b95f4a0c-18c4-4d13-93a1-e7668114e008 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 4f71aa77-f044-46cf-982e-2e64bd3386f8 | id_club : 46
Joueur : Narciso CALVO 1947-09-17 20:47:06 contract_id : [Contract] id : 9cd8c892-b91e-49bf-bae1-ab0ad35e02bf | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : cf8cdaa0-b757-49ab-a891-34545dacd11d | id_club : 46
Joueur : Tomas CALDERON 1943-01-29 07:22:13 contract_id : [Contract] id : 3b5447a3-b2ab-498b-ae0b-020a40032999 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 53404247-8e13-44e4-a0f0-a44f8a5802a4 | id_club : 46
Joueur : Lauro MELIS 1938-12-30 08:57:43 contract_id : [Contract] id : 1fba3391-d852-4092-8647-872d75064377 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : e5a32c29-2bee-42aa-8085-7a624f9012f1 | id_club : 46
Joueur : Narciso MELIS 1935-02-11 19:54:28 contract_id : [Contract] id : edbe3c56-1965-43c9-90a6-d32be9c6b797 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 3c6b3037-ddf3-4b18-89d9-36dbd3541ec4 | id_club : 47
Joueur : Pablo SANTAMARIA 1948-05-17 19:24:19 contract_id : [Contract] id : a8b8d3f1-458c-498d-8e94-72e549551f45 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 07f67b99-0105-4fca-8a63-0163c570c897 | id_club : 47
Joueur : Paolino PARISI 1949-03-10 05:35:55 contract_id : [Contract] id : 9d4e4f57-26ac-4c78-b7e3-341f49d9db29 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0e8ea5e6-62c8-4116-9fb6-2af557a465f2 | id_club : 47
Joueur : Raphaël SCHRAMM 1942-10-03 23:09:21 contract_id : [Contract] id : aa9e444e-2bbd-4677-afe5-6bf233be8331 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : fc8e3be1-ebc9-410f-a6f8-1a1a79e41d9f | id_club : 47
Joueur : Awotwi MALU 1938-04-06 23:31:51 contract_id : [Contract] id : 48b9c88d-9103-4680-8296-93996284660e | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 1f4c6468-5802-43be-8d62-30067ae694a5 | id_club : 48
Joueur : Santos BERMUDEZ 1949-03-16 13:22:20 contract_id : [Contract] id : 001d1dc0-6697-485b-b46d-281d0a759f8e | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : d8acee1f-912c-4a37-8188-a3d42e8ab7c8 | id_club : 48
Joueur : Eleuterio IZQUIERDO 1936-06-30 01:14:45 contract_id : [Contract] id : 45381cc3-2052-47cd-b582-8588f2f5ea82 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : f8b06461-7048-4def-96f0-8a300c3461c4 | id_club : 48
Joueur : Benedict BEGUM 1949-08-28 18:45:42 contract_id : [Contract] id : f7826abd-9d23-4731-86e9-54da347987cb | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 94d54bd6-8f22-4024-877a-93c1e425a248 | id_club : 48
Joueur : Rick LEWIS 1938-05-03 10:26:34 contract_id : [Contract] id : e63aa7ca-590b-4ab6-93ee-55608ed5a9e8 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : ef54ac1e-463f-4bbc-a097-58fc16a04e22 | id_club : 49
Joueur : Saturnino RINALDI 1937-04-26 05:48:03 contract_id : [Contract] id : 27f05c67-1991-42d3-be5b-3d9c2175c1ad | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 8bd03aa7-3975-4e84-b226-debf77dd8add | id_club : 49
Joueur : Primo MARTI 1941-01-20 13:53:21 contract_id : [Contract] id : 61c16527-e46d-43f1-9597-eaca46b216c7 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : b9fccfde-6c4b-4004-9e4c-51bd53d8d5db | id_club : 49
Joueur : Arnaldo PAGANO 1945-11-30 14:15:43 contract_id : [Contract] id : f9b983c7-f9c3-4a25-834f-0349d235639f | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : def7c724-4e5d-4893-8068-51531925d168 | id_club : 49
Joueur : Bernardino SALAS 1939-08-06 16:43:54 contract_id : [Contract] id : 5cbc0eea-9dda-402c-b978-e24172829a75 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 420cb613-8fe1-495e-b9ce-54961ac39378 | id_club : 50
Joueur : Aurelio MIRANDA 1948-01-27 05:20:02 contract_id : [Contract] id : 9557e6b4-7dbe-4668-a90a-686513abc6d1 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0797cfcd-d22b-4b6f-a8dd-aaae8425a3c3 | id_club : 50
Joueur : Fabio PASTOR 1947-08-29 23:33:15 contract_id : [Contract] id : 20f3110e-47bd-48bb-9ea4-b7c4014d60a1 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 01a4e837-670d-4c46-b717-0774ebabc289 | id_club : 50
Joueur : Raymundo MARCOS 1941-02-12 16:09:45 contract_id : [Contract] id : 5323031a-840e-4f3b-a248-338736054d93 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 8031bd35-2a1e-46d9-817f-fe5c5d45ba4b | id_club : 50
Joueur : Nicolas EXPOSITO 1948-01-18 16:08:30 contract_id : [Contract] id : 542b3fc1-cf49-4b90-bde9-f6fe32cc9af5 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 30773153-e54a-43b5-8344-0e318b1b584b | id_club : 51
Joueur : Elpidio APARICIO 1941-06-15 10:41:00 contract_id : [Contract] id : cb2c40ae-c5ff-40bc-ab4a-4cf56bd9dc80 | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 0c2017bd-c833-40e5-8252-fce6757d7610 | id_club : 51
Joueur : Edmundo NUÑEZ 1951-11-20 11:33:26 contract_id : [Contract] id : 3ea9d9b5-b36b-46b3-bff1-2767b8271cfb | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 5af3a29c-91f4-467c-8f06-faa9d8d353f6 | id_club : 51
Joueur : Fidel CANO 1947-05-18 16:18:48 contract_id : [Contract] id : 5ebc2ade-c111-410f-87ee-35798375b98d | date_start : 1970-01-01 00:00:00 | date_end : None | id_player : 7f87e58c-49ca-4240-926f-aa02203d8609 | id_club : 51
